800
1,249,1
1,59,1
59,290,1
59,519,1
59,344,1
290,386,1
290,773,1
45,290,1
37,290,1
386,467,1
273,386,1
145,273,1
519,607,1
45,200,2
128,200,1
59,770,2
757,770,1
145,633,2
249,264,2
264,572,2
572,743,1
175,743,1
410,743,1
86,410,1
348,410,1
292,348,1
189,292,1
57,189,1
57,221,1
189,679,1
221,411,1
221,452,1
221,754,1
410,724,1
447,452,1
104,679,1
402,724,1
57,250,2
250,393,1
250,522,1
522,784,1
57,121,2
121,658,1
57,594,2
218,594,1
218,219,1
218,558,1
594,796,1
104,780,2
637,780,1
442,637,1
353,780,1
220,353,1
220,513,1
513,736,1
513,677,1
335,677,1
335,408,1
189,277,2
179,218,2
218,441,2
441,714,1
523,714,1
356,523,1
714,747,1
105,714,1
105,446,1
453,714,1
453,564,1
388,564,1
554,714,1
331,714,1
486,747,1
115,486,1
474,486,1
105,129,2
218,282,2
282,709,1
219,261,2
223,261,1
220,289,2
289,590,1
590,704,1
24,590,1
349,704,1
349,786,1
349,463,1
308,704,1
223,792,2
223,660,2
250,731,2
321,731,1
321,580,1
277,284,2
277,293,2
293,406,1
209,406,1
209,752,1
79,209,2
55,79,1
79,186,1
135,186,1
48,135,1
135,314,1
186,387,1
186,262,1
314,626,1
55,337,2
135,237,2
237,539,1
435,539,1
15,186,2
15,443,2
61,262,2
267,289,2
169,267,1
290,380,2
256,380,1
290,455,2
292,671,2
293,516,2
516,771,1
516,517,1
379,516,1
193,308,2
38,193,1
193,791,1
355,791,1
355,759,1
355,597,1
521,597,1
227,521,1
291,521,1
126,291,1
126,591,1
185,597,1
127,185,1
127,377,1
227,528,2
528,617,1
227,399,2
399,430,1
430,561,1
227,546,2
546,661,1
208,661,1
198,314,2
198,229,1
3,198,1
197,229,2
197,722,1
50,722,1
50,153,1
153,570,2
321,431,2
243,331,2
243,728,1
243,347,1
347,417,1
130,417,1
130,500,1
108,728,1
108,241,1
108,541,1
148,241,1
130,370,2
232,241,2
243,272,2
4,272,1
272,702,2
40,335,2
40,106,2
106,652,1
40,587,2
587,615,1
337,466,2
344,680,2
432,680,1
340,432,1
340,416,1
226,340,1
114,226,1
432,478,1
21,478,1
139,478,1
139,611,1
21,657,2
598,657,1
114,689,2
85,114,2
85,469,2
43,469,1
180,469,1
112,469,1
112,494,2
307,494,1
