1600
1,1045,2
699,1045,2
699,1452,1
1345,1452,1
699,1354,2
948,1354,1
593,948,1
593,922,1
593,1438,1
851,922,1
851,894,1
922,1423,1
948,1517,1
268,1423,1
268,1491,1
669,1438,1
125,1491,1
125,1397,1
781,1397,1
781,909,1
781,860,1
785,909,1
785,1084,1
799,909,1
799,1058,1
292,1517,1
181,292,1
181,185,1
31,185,1
292,383,1
20,1517,1
995,1517,1
20,1569,2
125,1283,2
125,1250,2
562,1250,1
421,1250,1
181,1286,2
181,243,2
243,1237,1
164,243,1
164,1431,1
164,1595,1
347,1431,1
10,347,1
347,956,1
97,956,1
97,455,1
192,1595,1
10,495,2
495,1024,1
1024,1120,1
161,1024,1
161,1255,2
260,1255,1
260,1004,1
135,1004,1
168,1004,1
135,1489,2
82,135,2
164,289,2
168,1011,2
260,1375,2
1375,1562,1
260,1356,2
1142,1356,1
268,797,2
797,1211,1
289,1449,2
756,1449,1
680,756,1
756,865,1
289,704,2
111,421,2
111,333,1
111,817,1
111,342,1
333,642,1
642,1547,1
817,1103,1
817,1138,1
817,849,1
849,861,1
861,1309,1
1066,1103,1
106,1066,1
106,501,1
119,1103,1
783,1103,1
252,783,1
1138,1589,1
1138,1252,1
615,1252,1
615,1303,1
1252,1337,1
1111,1252,1
567,1303,1
869,1337,1
1057,1337,1
398,1547,1
398,947,1
610,1589,1
117,252,2
117,1229,1
117,1117,2
1100,1117,1
1100,1264,1
27,1264,1
333,854,2
73,854,1
73,702,1
702,1442,1
211,854,1
211,1332,1
1098,1332,1
310,1098,1
310,656,1
279,310,1
279,576,1
279,697,1
576,1289,1
242,576,1
242,1539,1
187,576,1
187,1074,1
187,971,1
656,775,1
489,775,1
150,1074,1
150,606,1
150,1256,1
18,150,1
239,606,1
239,1287,1
437,1098,1
757,1098,1
425,757,1
425,1099,1
516,1099,1
1099,1426,1
266,1256,1
351,1289,1
1332,1450,1
415,1450,1
415,1188,1
177,1188,1
177,535,1
535,655,1
533,1188,1
424,533,1
400,1539,1
11,400,1
177,570,2
570,740,1
239,609,2
416,609,1
239,1049,2
850,1049,1
264,266,2
264,846,1
264,816,2
333,918,2
342,895,2
143,895,1
379,400,2
379,399,1
379,661,1
399,1096,1
399,1350,1
379,659,2
87,659,1
399,527,2
399,1191,2
250,399,2
415,423,2
423,469,1
390,469,1
199,390,1
199,324,1
199,1218,1
324,356,1
356,812,1
95,356,1
95,813,1
954,1218,1
507,1218,1
409,507,1
507,1173,1
507,1199,1
507,1164,1
595,1173,1
545,1173,1
545,1527,1
345,1199,1
810,1199,1
95,1336,2
199,1059,2
324,1540,2
1428,1540,1
787,1540,1
787,1382,1
741,787,1
741,1565,1
741,1399,1
741,996,1
996,1200,1
1200,1369,1
408,1382,1
332,1399,1
